"title","hit","url","content"
"검찰자한당내통",146,"https://www.clien.net/service/board/park/14074310?od=T31&po=1&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"아이폰11프로 맥스 카메라",706,"https://www.clien.net/service/board/park/14074309?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰자한당내통",49,"https://www.clien.net/service/board/park/14074308?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰자한당내통- 네이버 9위 입성~!",270,"https://www.clien.net/service/board/park/14074307?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰자한당내통 - 네이년 9위",100,"https://www.clien.net/service/board/park/14074306?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"미확인 비행물체 로드를 봤습니다?",327,"https://www.clien.net/service/board/park/14074305?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰자한당내통 - 사장님 인스타 근황 (후방아님)",1671,"https://www.clien.net/service/board/park/14074303?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰자한당내통.. (냉무)",89,"https://www.clien.net/service/board/park/14074302?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"타짜 고니 명대사",973,"https://www.clien.net/service/board/park/14074300?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰자한당내통 - '조국 압수수색 전화 파문에 조국 지지자들 '실검운동'' ?",1011,"https://www.clien.net/service/board/park/14074299?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰자한당내통",54,"https://www.clien.net/service/board/park/14074296?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰자한당내통",52,"https://www.clien.net/service/board/park/14074295?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"오랜만에 소환해봅니다. 길!",644,"https://www.clien.net/service/board/park/14074294?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"'행정처리에 불만' 50대 여성 공무원 뺨 때려 고막 파열",1195,"https://www.clien.net/service/board/park/14074290?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰자한당내통 - 다음1위,네이버 10위중",280,"https://www.clien.net/service/board/park/14074289?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰자한당내통(냉무)",51,"https://www.clien.net/service/board/park/14074287?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰자한당내통 - 빼박캔트 범죄자 집단",252,"https://www.clien.net/service/board/park/14074286?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰개혁 촛불집회, 토요일 6시 서초역 (끌올)",742,"https://www.clien.net/service/board/park/14074285?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"셀 수 없는 - 샤이니 (종현 온유 민호 키 태민) -",189,"https://www.clien.net/service/board/park/14074284?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"국내 애플케어플러스가 패드에 2주만에 적용이 되었네요...",232,"https://www.clien.net/service/board/park/14074280?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"훈련소 입소후 첫 기상날.gif",1525,"https://www.clien.net/service/board/park/14074279?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"연세대 ""당시 정원 미달""",2860,"https://www.clien.net/service/board/park/14074278?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"제가 생각하는 폴드의 최고의 장점은",876,"https://www.clien.net/service/board/park/14074277?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"오늘의 사자.jpg",701,"https://www.clien.net/service/board/park/14074276?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"이승원 아나의 세계는 그리고 우리는 추천합니다.",528,"https://www.clien.net/service/board/park/14074274?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰자한당내통 - 네이버실검 11위 화력요청 (냉무)",447,"https://www.clien.net/service/board/park/14074269?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"아이패드 미니5 VS 아이패드 에어3",718,"https://www.clien.net/service/board/park/14074268?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"돼지열병 확산 기레기들 의심이 됩니다.",1247,"https://www.clien.net/service/board/park/14074267?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"군인 휴대 전화 줬다가 뺏으라는 사람들.avi",1017,"https://www.clien.net/service/board/park/14074266?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"국회의원의 면책특권은...",480,"https://www.clien.net/service/board/park/14074265?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"청와대 분위기 짐작해 보시길",2698,"https://www.clien.net/service/board/park/14074263?od=T31&po=2&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"백사장 착륙.gifv",947,"https://www.clien.net/service/board/park/14074262?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰자한당내통 - 무엇에 쓰는 물건일까요?",589,"https://www.clien.net/service/board/park/14074261?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"눈 뜨고 보고 있기 힘들 정도네요",667,"https://www.clien.net/service/board/park/14074260?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"나 베스트가 방역현장 가서 도열시킬 때도 되었는데...",352,"https://www.clien.net/service/board/park/14074259?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰자한당내통 네이버 현재 실검11위",725,"https://www.clien.net/service/board/park/14074258?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰 반응을 보니 머리 모자란 애가 사고친 것 같네요.",1999,"https://www.clien.net/service/board/park/14074256?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"김종민의원...어떻게 조국장관 수사상황이 야당의원에게 직보됩니까!!!!",2468,"https://www.clien.net/service/board/park/14074255?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"김어준 총수가 돈에 구애받지 않는 이유",2337,"https://www.clien.net/service/board/park/14074254?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"일본 신주쿠역에서 데모!!",1040,"https://www.clien.net/service/board/park/14074253?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"윤석열은 검찰춘장에서 바지춘장으로 내려가나요?",895,"https://www.clien.net/service/board/park/14074251?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"(90s) 치스비치 - 서머러브.유튜브",131,"https://www.clien.net/service/board/park/14074248?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰...'주광덕 의원에 통화관련사항 알려진 경위 알지 못해'...",2967,"https://www.clien.net/service/board/park/14074247?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"전자책도 좋지만.. 그냥 패드류가 나은 거 같아요.",725,"https://www.clien.net/service/board/park/14074246?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"김어준이 신문사 하나 만들면 좋겠어요.",709,"https://www.clien.net/service/board/park/14074244?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰총장주광덕",264,"https://www.clien.net/service/board/park/14074243?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"[펌] 윤석열 총장과 자유한국당 주광덕과 절친사이",1735,"https://www.clien.net/service/board/park/14074242?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"JTBC 유튜브는 안 보는 게 싫어요 보다 더 낫습니다.",650,"https://www.clien.net/service/board/park/14074240?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"(덴마) 지금 제 핸드폰 잠금화면",994,"https://www.clien.net/service/board/park/14074239?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"지하철 출입문 잠근인간 잡고 싶네요",1144,"https://www.clien.net/service/board/park/14074237?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"주광덕검찰청장",642,"https://www.clien.net/service/board/park/14074236?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"야당수사지휘-심각합니다.민주당 강하게 나가시길",458,"https://www.clien.net/service/board/park/14074232?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"mbc뉴스데스크 좋네요.",1253,"https://www.clien.net/service/board/park/14074231?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"자한당검찰내통 이 사건의 몸통은 윤석열입니까",686,"https://www.clien.net/service/board/park/14074230?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"서초구청장은 생각이 없군요..",2083,"https://www.clien.net/service/board/park/14074228?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰 자한당 내통 - 주광덕 검찰총장 물러나라",653,"https://www.clien.net/service/board/park/14074227?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰자한당내통 - 다이소에 LED촛불 사러왔는데 없는것 같네요 ㄷ",805,"https://www.clien.net/service/board/park/14074226?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"베트남을 증오하는 캄보디아인들",1625,"https://www.clien.net/service/board/park/14074225?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰 출구전략이군요.",1299,"https://www.clien.net/service/board/park/14074223?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
"검찰자한당내통-검찰이 자한당 꼬붕이냐?",369,"https://www.clien.net/service/board/park/14074222?od=T31&po=3&category=&groupCd","김성태 딸 채용건   장제원 아들 음주운전건   나경원 아들 국적      등 이슈가 발생하면      그 좋아하는 “절차”에 따라서 수사하고 마무리를 지어야지      항상 뭔가 조금 끌적대다가 기다 아니다 결론도 없이 그냥 사라짐.      아님 기레기들이 담합해서 보도를 안해서 그런가요."
